set_bonus_buff,set_name,quality,armor_group,localized_name,localized_description,localized_tooltip,effects_from_xml
buffBikerSetBonus,Biker,5,groupBiker,,"A Biker's full road gear is not only intimidating, but provides additional physical protection.\nMinibikes and motorcycles use {cvar(.armorBikerFSBDisplay02:0)}% less fuel.\nIncrease your critical injury resistance by {cvar(.armorBikerFSBDisplay01:0)}%.\nGain {cvar(.armorBikerFSBDisplay01:0)} extra max hp.",,"passive_effect(name=BuffResistance, operation=base_add, value=.25, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthMax, operation=base_add, value=25) | passive_effect(name=VehicleFuelUsePer, operation=perc_subtract, value=.35, tags=bikerSetBonus) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorBikerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorBikerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorBikerFSBDisplay02, operation=set, value=35) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorBikerFSBDisplay02, operation=set, value=35) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorBikerFSBDisplay01,.armorBikerFSBDisplay02)"
buffBikerSetBonus,Biker,6,groupBiker,,"A Biker's full road gear is not only intimidating, but provides additional physical protection.\nMinibikes and motorcycles use {cvar(.armorBikerFSBDisplay02:0)}% less fuel.\nIncrease your critical injury resistance by {cvar(.armorBikerFSBDisplay01:0)}%.\nGain {cvar(.armorBikerFSBDisplay01:0)} extra max hp.",,"passive_effect(name=BuffResistance, operation=base_add, value=.4, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthMax, operation=base_add, value=40) | passive_effect(name=VehicleFuelUsePer, operation=perc_subtract, value=.5, tags=bikerSetBonus) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorBikerFSBDisplay01, operation=set, value=40) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorBikerFSBDisplay01, operation=set, value=40) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorBikerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorBikerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorBikerFSBDisplay01,.armorBikerFSBDisplay02)"
buffCommandoSetBonus,Commando,1,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.05) | passive_effect(name=EntityDamage, operation=perc_add, value=.05) | passive_effect(name=StaminaMax, operation=base_add, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=5) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffCommandoSetBonus,Commando,2,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.1) | passive_effect(name=EntityDamage, operation=perc_add, value=.1) | passive_effect(name=StaminaMax, operation=base_add, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffCommandoSetBonus,Commando,3,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.15) | passive_effect(name=EntityDamage, operation=perc_add, value=.15) | passive_effect(name=StaminaMax, operation=base_add, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=15) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffCommandoSetBonus,Commando,4,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.2) | passive_effect(name=EntityDamage, operation=perc_add, value=.2) | passive_effect(name=StaminaMax, operation=base_add, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffCommandoSetBonus,Commando,5,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.25) | passive_effect(name=EntityDamage, operation=perc_add, value=.25) | passive_effect(name=StaminaMax, operation=base_add, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=25) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffCommandoSetBonus,Commando,6,groupCommando,,"A Commando's specialized training, physical resilience, and swift recovery ensure they never stay down for long.\nMachine gun damage and reload speed are improved by {cvar(.armorCommandoFSBDisplay:0)}%.\nMax stamina is increased by {cvar(.armorCommandoFSBDisplay:0)}.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.4) | passive_effect(name=EntityDamage, operation=perc_add, value=.4) | passive_effect(name=StaminaMax, operation=base_add, value=40) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=40) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorCommandoFSBDisplay, operation=set, value=40) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorCommandoFSBDisplay)"
buffEnforcerSetBonus,Enforcer,1,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.05) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.05) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.05) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.05) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.05) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffEnforcerSetBonus,Enforcer,2,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.1) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.1) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.1) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.1) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffEnforcerSetBonus,Enforcer,3,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.15) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.15) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.15) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.15) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffEnforcerSetBonus,Enforcer,4,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.25) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.25) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.25) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.25) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffEnforcerSetBonus,Enforcer,5,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.35) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.35) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.35) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.35) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.35) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffEnforcerSetBonus,Enforcer,6,groupEnforcer,,"Feeling lucky in a well tailored suit gives the Enforcer a slight edge in a gun fight.\nIncreases firerate, range, accuracy, damage and reload speed of .44 guns by {cvar(.armorEnforcerFSBDisplay01:0)}%.",,"passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.5) | passive_effect(name=DamageFalloffRange, operation=perc_add, value=.5) | passive_effect(name=SpreadDegreesVertical, operation=perc_add, value=-.5) | passive_effect(name=SpreadDegreesHorizontal, operation=perc_add, value=-.5) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorEnforcerFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorEnforcerFSBDisplay01)"
buffFarmerSetBonus,Farmer,1,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
buffFarmerSetBonus,Farmer,1,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,1,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,1,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.1) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffFarmerSetBonus,Farmer,2,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
buffFarmerSetBonus,Farmer,2,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,2,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,2,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.2) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffFarmerSetBonus,Farmer,3,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=30) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
buffFarmerSetBonus,Farmer,3,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,3,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,3,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.3) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffFarmerSetBonus,Farmer,4,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
buffFarmerSetBonus,Farmer,4,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,4,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,4,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.4) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffFarmerSetBonus,Farmer,5,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=55) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=55) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
